año,cod_depto,departamento,num_hurtos,log_num_hurtos
2021,91,Amazonas,32,1.5185139398778875
2022,91,Amazonas,48,1.6901960800285136
2023,91,Amazonas,30,1.4913616938342726
2024,91,Amazonas,16,1.2304489213782739
2003,94,Guainía,4,0.6989700043360189
2004,94,Guainía,2,0.47712125471966244
2005,94,Guainía,2,0.47712125471966244
2006,94,Guainía,2,0.47712125471966244
2007,94,Guainía,2,0.47712125471966244
2008,94,Guainía,2,0.47712125471966244
2009,94,Guainía,0,0.0
2010,94,Guainía,0,0.0
2011,94,Guainía,0,0.0
2012,94,Guainía,0,0.0
2013,94,Guainía,2,0.47712125471966244
2014,94,Guainía,2,0.47712125471966244
2015,94,Guainía,3,0.6020599913279624
2016,94,Guainía,3,0.6020599913279624
2017,94,Guainía,7,0.9030899869919435
2018,94,Guainía,3,0.6020599913279624
2019,94,Guainía,4,0.6989700043360189
2020,94,Guainía,5,0.7781512503836436
2021,94,Guainía,3,0.6020599913279624
2022,94,Guainía,4,0.6989700043360189
2023,94,Guainía,5,0.7781512503836436
2024,94,Guainía,5,0.7781512503836436
2003,95,Guaviare,22,1.3617278360175928
2004,95,Guaviare,15,1.2041199826559248
2005,95,Guaviare,14,1.1760912590556813
2006,95,Guaviare,39,1.6020599913279623
2007,95,Guaviare,15,1.2041199826559248
2008,95,Guaviare,12,1.1139433523068367
2009,95,Guaviare,8,0.9542425094393249
2010,95,Guaviare,11,1.0791812460476249
2011,95,Guaviare,10,1.0413926851582251
2012,95,Guaviare,17,1.255272505103306
2013,95,Guaviare,12,1.1139433523068367
2014,95,Guaviare,28,1.462397997898956
2015,95,Guaviare,27,1.4471580313422192
2016,95,Guaviare,45,1.662757831681574
2017,95,Guaviare,41,1.6232492903979006
2018,95,Guaviare,31,1.505149978319906
2019,95,Guaviare,28,1.462397997898956
2020,95,Guaviare,22,1.3617278360175928
2021,95,Guaviare,37,1.5797835966168101
2022,95,Guaviare,60,1.7853298350107671
2023,95,Guaviare,48,1.6901960800285136
2024,95,Guaviare,70,1.8512583487190752
2003,97,Vaupés,0,0.0
2004,97,Vaupés,0,0.0
2005,97,Vaupés,0,0.0
2006,97,Vaupés,3,0.6020599913279624
2007,97,Vaupés,2,0.47712125471966244
2008,97,Vaupés,1,0.3010299956639812
2009,97,Vaupés,1,0.3010299956639812
2010,97,Vaupés,0,0.0
2011,97,Vaupés,0,0.0
2012,97,Vaupés,2,0.47712125471966244
2013,97,Vaupés,3,0.6020599913279624
2014,97,Vaupés,0,0.0
2015,97,Vaupés,3,0.6020599913279624
2016,97,Vaupés,1,0.3010299956639812
2017,97,Vaupés,2,0.47712125471966244
2018,97,Vaupés,2,0.47712125471966244
2019,97,Vaupés,2,0.47712125471966244
2020,97,Vaupés,1,0.3010299956639812
2021,97,Vaupés,1,0.3010299956639812
2022,97,Vaupés,3,0.6020599913279624
2023,97,Vaupés,7,0.9030899869919435
2024,97,Vaupés,6,0.8450980400142568
2003,99,Vichada,3,0.6020599913279624
2004,99,Vichada,0,0.0
2005,99,Vichada,3,0.6020599913279624
2006,99,Vichada,7,0.9030899869919435
2007,99,Vichada,8,0.9542425094393249
2008,99,Vichada,6,0.8450980400142568
2009,99,Vichada,5,0.7781512503836436
2010,99,Vichada,3,0.6020599913279624
2011,99,Vichada,5,0.7781512503836436
2012,99,Vichada,13,1.146128035678238
2013,99,Vichada,23,1.380211241711606
2014,99,Vichada,23,1.380211241711606
2015,99,Vichada,16,1.2304489213782739
2016,99,Vichada,28,1.462397997898956
2017,99,Vichada,29,1.4771212547196624
2018,99,Vichada,25,1.414973347970818
2019,99,Vichada,25,1.414973347970818
2020,99,Vichada,9,1.0
2021,99,Vichada,13,1.146128035678238
2022,99,Vichada,14,1.1760912590556813
2023,99,Vichada,22,1.3617278360175928
2024,99,Vichada,17,1.255272505103306
